id: 192 | remarks: @vmessprotocol  سرور اختصاصی | protocol: vmess | ping: 35 MS | avg_speed: 127.476 MB | max_speed: 128.372 MB | Link: vmess://ew0KICAidiI6ICIyIiwNCiAgInBzIjogIkB2bWVzc3Byb3RvY29sICDYs9ix2YjYsSDYp9iu2KrYtdin2LXbjCIsDQogICJhZGQiOiAiMTA0LjIxLjE1LjM2IiwNCiAgInBvcnQiOiAiNDQzIiwNCiAgImlkIjogImVkYmIxMDU5LTE2MzMtNDI3MS1iNjZlLWVkNGZiYTQ3YTFiZiIsDQogICJhaWQiOiAiMCIsDQogICJzY3kiOiAiYXV0byIsDQogICJuZXQiOiAid3MiLA0KICAidHlwZSI6ICJub25lIiwNCiAgImhvc3QiOiAibGluZGUwNi5pbmRpYXZpZGVvLnNicyIsDQogICJwYXRoIjogIi9saW5rd3MiLA0KICAidGxzIjogInRscyIsDQogICJzbmkiOiAibGluZGUwNi5pbmRpYXZpZGVvLnNicyIsDQogICJhbHBuIjogIiINCn0=
id: 264 | remarks: @LOCKEY_ | protocol: ss | ping: 106 MS | avg_speed: 27.006 MB | max_speed: 29.984 MB | Link: ss://Y2hhY2hhMjAtaWV0Zi1wb2x5MTMwNTp1MTdUM0J2cFlhYWl1VzJj@series-a2-mec.samanehha.co:443#%40LOCKEY_
id: 252 | remarks: @v2ray_swhil+ALL+NET | protocol: ss | ping: 117 MS | avg_speed: 27.399 MB | max_speed: 29.939 MB | Link: ss://Y2hhY2hhMjAtaWV0Zi1wb2x5MTMwNTp1MTdUM0J2cFlhYWl1VzJj@series-a2-mec.samanehha.co:443#%40v2ray_swhil+ALL+NET
id: 14 | remarks: proxystore11|mci | protocol: vmess | ping: 153 MS | avg_speed: 25.946 MB | max_speed: 29.937 MB | Link: vmess://eyJhZGQiOiIxNzIuNjcuMjIwLjY0IiwiYWlkIjoiMCIsImFscG4iOiIiLCJmcCI6IiIsImhvc3QiOiJ3d3cuMzEwMDBvb29vd2UyLmJmIiwiaWQiOiJmMjRiYmEwZi04NjU2LTQ0ZjgtYjIxZS1hMGUzYTE5MGM0YzUiLCJuZXQiOiJ3cyIsInBhdGgiOiIvZGY5N2IyMWUtMzk0My00ODY1LWFmMTgtYjVlYTk2NzZiMDM3IiwicG9ydCI6IjQ0MyIsInBzIjoicHJveHlzdG9yZTExfG1jaSIsInNjeSI6ImF1dG8iLCJzbmkiOiJ3d3cuMzEwMDBvb29vd2UyLmJmIiwidGxzIjoidGxzIiwidHlwZSI6IiIsInYiOiIyIn0=
id: 202 | remarks: ⤴️3@oneclickvpnkeys | protocol: ss | ping: 118 MS | avg_speed: 26.896 MB | max_speed: 29.914 MB | Link: ss://Y2hhY2hhMjAtaWV0Zi1wb2x5MTMwNTpCb2cwRUxtTU05RFN4RGRR@jseyu.arvancode.eu.org:443#%E2%A4%B4%EF%B8%8F3%40oneclickvpnkeys
id: 235 | remarks: @Vpn_Tehran+🔥+کانال+تلگرام+ما+رو+ببی� | protocol: ss | ping: 117 MS | avg_speed: 26.532 MB | max_speed: 29.836 MB | Link: ss://Y2hhY2hhMjAtaWV0Zi1wb2x5MTMwNTpCb2cwRUxtTU05RFN4RGRR@series-a2-me.samanehha.co:443#%40Vpn_Tehran+%F0%9F%94%A5+%DA%A9%D8%A7%D9%86%D8%A7%D9%84+%D8%AA%D9%84%DA%AF%D8%B1%D8%A7%D9%85+%D9%85%D8%A7+%D8%B1%D9%88+%D8%A8%D8%A8%DB%8C%D9
id: 204 | remarks: ☸️2@oneclickvpnkeys | protocol: ss | ping: 115 MS | avg_speed: 27.435 MB | max_speed: 29.782 MB | Link: ss://Y2hhY2hhMjAtaWV0Zi1wb2x5MTMwNTp1MTdUM0J2cFlhYWl1VzJj@series-a2-mec.samanehha.co:443#%E2%98%B8%EF%B8%8F2%40oneclickvpnkeys
id: 209 | remarks: 🇩🇪+@FreakConfig | protocol: ss | ping: 104 MS | avg_speed: 26.99 MB | max_speed: 29.721 MB | Link: ss://Y2hhY2hhMjAtaWV0Zi1wb2x5MTMwNTp1MTdUM0J2cFlhYWl1VzJj@series-a2-mec.samanehha.co:443#%F0%9F%87%A9%F0%9F%87%AA+%40FreakConfig
id: 276 | remarks: @Hope_Net-join-us-on-Telegram | protocol: trojan | ping: 105 MS | avg_speed: 26.701 MB | max_speed: 29.492 MB | Link: trojan://telegram-id-privatevpns@35.181.187.86:22222?alpn=http%2F1.1&headerType=none&security=tls&sni=trojan.miwan.co.uk&type=tcp#@Hope_Net-join-us-on-Telegram
id: 266 | remarks: @Vpn_Tehran+💖+کانال+تلگرام+ما+رو+ببین | protocol: ss | ping: 117 MS | avg_speed: 26.94 MB | max_speed: 29.456 MB | Link: ss://Y2hhY2hhMjAtaWV0Zi1wb2x5MTMwNTpCb2cwRUxtTU05RFN4RGRR@series-a2-me.samanehha.co:443#%40Vpn_Tehran+%F0%9F%92%96+%DA%A9%D8%A7%D9%86%D8%A7%D9%84+%D8%AA%D9%84%DA%AF%D8%B1%D8%A7%D9%85+%D9%85%D8%A7+%D8%B1%D9%88+%D8%A8%D8%A8%DB%8C%D9%86
id: 207 | remarks: @Vpn_Tehran+💖+کانال+تلگرام+ما+رو+ببی� | protocol: ss | ping: 104 MS | avg_speed: 26.357 MB | max_speed: 29.452 MB | Link: ss://Y2hhY2hhMjAtaWV0Zi1wb2x5MTMwNTp1MTdUM0J2cFlhYWl1VzJj@series-a2-mec.samanehha.co:443#%40Vpn_Tehran+%F0%9F%92%96+%DA%A9%D8%A7%D9%86%D8%A7%D9%84+%D8%AA%D9%84%DA%AF%D8%B1%D8%A7%D9%85+%D9%85%D8%A7+%D8%B1%D9%88+%D8%A8%D8%A8%DB%8C%D9
id: 65 | remarks: @vmessprotocol  خرید کانفیگ اختصاصی | protocol: vmess | ping: 144 MS | avg_speed: 22.689 MB | max_speed: 29.401 MB | Link: vmess://ew0KICAidiI6ICIyIiwNCiAgInBzIjogIkB2bWVzc3Byb3RvY29sICDYrtix24zYryDaqdin2YbZgduM2q8g2KfYrtiq2LXYp9i124wiLA0KICAiYWRkIjogImtlbGxpZS5tYWtldXAiLA0KICAicG9ydCI6ICI0NDMiLA0KICAiaWQiOiAiMDNmY2M2MTgtYjkzZC02Nzk2LTZhZWQtOGEzOGM5NzVkNTgxIiwNCiAgImFpZCI6ICIwIiwNCiAgInNjeSI6ICJhdXRvIiwNCiAgIm5ldCI6ICJ3cyIsDQogICJ0eXBlIjogImF1dG8iLA0KICAiaG9zdCI6ICJrZWxsaWUubWFrZXVwIiwNCiAgInBhdGgiOiAiL2xpbmt2d3MiLA0KICAidGxzIjogInRscyIsDQogICJzbmkiOiAiIiwNCiAgImFscG4iOiAiIg0KfQ==
id: 332 | remarks: (S106)🇨🇵t.me/PrivateVPNs | protocol: trojan | ping: 106 MS | avg_speed: 26.667 MB | max_speed: 29.401 MB | Link: trojan://telegram-id-privatevpns@35.180.145.251:22222?security=tls&alpn=http/1.1&headerType=none&type=tcp&sni=trojan.miwan.co.uk#(S106)%F0%9F%87%A8%F0%9F%87%B5t.me/PrivateVPNs
id: 277 | remarks: OurChannel:@DirectVPN | protocol: trojan | ping: 104 MS | avg_speed: 26.447 MB | max_speed: 29.268 MB | Link: trojan://telegram-id-directvpn@15.237.236.159:22222?security=tls&alpn=http/1.1&headerType=none&type=tcp&sni=trojan.miwan.co.uk#OurChannel:@DirectVPN
id: 285 | remarks: (S116)🇨🇵t.me/PrivateVPNs | protocol: trojan | ping: 105 MS | avg_speed: 26.793 MB | max_speed: 29.266 MB | Link: trojan://telegram-id-privatevpns@15.188.2.151:22222?security=tls&alpn=http/1.1&headerType=none&type=tcp&sni=trojan.miwan.co.uk#(S116)%F0%9F%87%A8%F0%9F%87%B5t.me/PrivateVPNs
id: 298 | remarks: (S115)🇨🇵t.me/PrivateVPNs | protocol: trojan | ping: 105 MS | avg_speed: 26.444 MB | max_speed: 29.104 MB | Link: trojan://telegram-id-privatevpns@35.181.187.86:22222?security=tls&alpn=http/1.1&headerType=none&type=tcp&sni=trojan.miwan.co.uk#(S115)%F0%9F%87%A8%F0%9F%87%B5t.me/PrivateVPNs
id: 152 | remarks: 🔛1@oneclickvpnkeys | protocol: vmess | ping: 139 MS | avg_speed: 15.624 MB | max_speed: 27.875 MB | Link: vmess://eyJhZGQiOiI0NS4xMzYuNTEuMTc1IiwiYWlkIjoiMCIsImFscG4iOiIiLCJmcCI6IiIsImhvc3QiOiIiLCJpZCI6ImRmMzUzMDRiLTFmMzEtNGIwZC05ZDAyLWY3MDI1NmY3MzJmMSIsIm5ldCI6InRjcCIsInBhdGgiOiIiLCJwb3J0IjoiMzI1NjciLCJwcyI6IvCflJsxQG9uZWNsaWNrdnBua2V5cyIsInNjeSI6ImF1dG8iLCJzbmkiOiIiLCJ0bHMiOiIiLCJ0eXBlIjoiIiwidiI6IjIifQ==
id: 30 | remarks: @VmessProtocol 🚀 سرور اختصاصی | protocol: vmess | ping: 141 MS | avg_speed: 19.485 MB | max_speed: 27.821 MB | Link: vmess://eyJhZGQiOiIxNzIuNjcuMTk2LjExMiIsImFpZCI6IjAiLCJhbHBuIjoiIiwiZnAiOiIiLCJob3N0Ijoia2VsbGllLm1ha2V1cCIsImlkIjoiMDNmY2M2MTgtYjkzZC02Nzk2LTZhZWQtOGEzOGM5NzVkNTgxIiwibmV0Ijoid3MiLCJwYXRoIjoiL2xpbmt2d3MiLCJwb3J0IjoiNDQzIiwicHMiOiJAVm1lc3NQcm90b2NvbCDwn5qAINiz2LHZiNixINin2K7Yqti12KfYtduMIiwic2N5IjoiYXV0byIsInNuaSI6ImtlbGxpZS5tYWtldXAiLCJ0bHMiOiJ0bHMiLCJ0eXBlIjoiIiwidiI6IjIifQ==
id: 185 | remarks: @Vpn_Tehran ✅️ کانال تلگرام ما رو ببین | protocol: vmess | ping: 112 MS | avg_speed: 21.435 MB | max_speed: 27.642 MB | Link: vmess://eyJhZGQiOiI0NS4xMzYuNTEuMTc1IiwiYWlkIjoiMCIsImFscG4iOiIiLCJmcCI6IiIsImhvc3QiOiIiLCJpZCI6ImRmMzUzMDRiLTFmMzEtNGIwZC05ZDAyLWY3MDI1NmY3MzJmMSIsIm5ldCI6InRjcCIsInBhdGgiOiIiLCJwb3J0IjoiMzI1NjciLCJwcyI6IkBWcG5fVGVocmFuIOKche+4jyDaqdin2YbYp9mEINiq2YTar9ix2KfZhSDZhdinINix2Ygg2KjYqNuM2YYiLCJzY3kiOiJhdXRvIiwic25pIjoiIiwidGxzIjoiIiwidHlwZSI6Im5vbmUiLCJ2IjoiMiJ9
id: 305 | remarks: (S113)🇩🇪t.me/PrivateVPNs | protocol: trojan | ping: 112 MS | avg_speed: 24.809 MB | max_speed: 27.565 MB | Link: trojan://telegram-id-privatevpns@52.57.22.252:22222?security=tls&alpn=http/1.1&headerType=none&type=tcp&sni=trojan.miwan.co.uk#(S113)%F0%9F%87%A9%F0%9F%87%AAt.me/PrivateVPNs
id: 282 | remarks: @Hope_Net-join-us-on-Telegramvless://e3c390ea-3cf1-4447-8414-72865aab12ce@190.93.245.101:2083?alpn=h2&encryption=none&fp=chrome&mode=gun&security=tls&serviceName=@FreakConfig+@FreakConfig+@FreakConfig+@FreakConfig+@FreakConfig+@FreakConfig&sni=dont11neve2rg1veu1p.drapico.com&type=grpc#@Hope_Net-join-us-on-Telegram | protocol: trojan | ping: 111 MS | avg_speed: 24.881 MB | max_speed: 27.386 MB | Link: trojan://telegram-id-privatevpns@52.57.22.252:22222?alpn=http%2F1.1&headerType=none&security=tls&sni=trojan.miwan.co.uk&type=tcp#@Hope_Net-join-us-on-Telegramvless://e3c390ea-3cf1-4447-8414-72865aab12ce@190.93.245.101:2083?alpn=h2&encryption=none&fp=chrome&mode=gun&security=tls&serviceName=%40FreakConfig+%40FreakConfig+%40FreakConfig+%40FreakConfig+%40FreakConfig+%40FreakConfig&sni=dont11neve2rg1veu1p.drapico.com&type=grpc#@Hope_Net-join-us-on-Telegram
id: 268 | remarks: 🛐2@oneclickvpnkeys | protocol: ss | ping: 124 MS | avg_speed: 23.219 MB | max_speed: 26.904 MB | Link: ss://Y2hhY2hhMjAtaWV0Zi1wb2x5MTMwNTp1ZzRGdTc5U0VSRWRGR2x0MnNVeVQ0@95.164.9.144:2927#%F0%9F%9B%902%40oneclickvpnkeys
id: 323 | remarks: OurChannel:@DirectVPN | protocol: trojan | ping: 116 MS | avg_speed: 24.432 MB | max_speed: 26.621 MB | Link: trojan://telegram-id-directvpn@18.192.144.31:22222?security=tls&alpn=http/1.1&headerType=none&type=tcp&sni=trojan.miwan.co.uk#OurChannel:@DirectVPN
id: 44 | remarks: ⚛️10@oneclickvpnkeys | protocol: vmess | ping: 128 MS | avg_speed: 21.851 MB | max_speed: 26.555 MB | Link: vmess://eyJhZGQiOiIxNzIuNjcuMTk2LjExMiIsImFpZCI6IjAiLCJhbHBuIjoiIiwiZnAiOiIiLCJob3N0Ijoia2VsbGllLm1ha2V1cCIsImlkIjoiMDNmY2M2MTgtYjkzZC02Nzk2LTZhZWQtOGEzOGM5NzVkNTgxIiwibmV0Ijoid3MiLCJwYXRoIjoiL2xpbmt2d3MiLCJwb3J0IjoiNDQzIiwicHMiOiLimpvvuI8xMEBvbmVjbGlja3ZwbmtleXMiLCJzY3kiOiJhdXRvIiwic25pIjoia2VsbGllLm1ha2V1cCIsInRscyI6InRscyIsInR5cGUiOiIiLCJ2IjoiMiJ9
id: 191 | remarks: @saeedsharifl | protocol: vmess | ping: 198 MS | avg_speed: 17.357 MB | max_speed: 20.64 MB | Link: vmess://eyJhZGQiOiI1LjQyLjg3LjIzMyIsImFpZCI6IjAiLCJhbHBuIjoiIiwiZnAiOiIiLCJob3N0IjoiIiwiaWQiOiJiYmEzZmEyMi04ZDNhLTQ2ODQtZWRhNi0xODU2NjQ3MGI0NDQiLCJuZXQiOiJ0Y3AiLCJwYXRoIjoiL2Rpc2NvcmQuY29tIiwicG9ydCI6IjI1NDg3IiwicHMiOiJAc2FlZWRzaGFyaWZsIiwic2N5IjoiYXV0byIsInNuaSI6IiIsInRscyI6Im5vbmUiLCJ0eXBlIjoiaHR0cCIsInYiOiIyIn0=
id: 101 | remarks: @Hope_Net-join-us-on-Telegram | protocol: vmess | ping: 157 MS | avg_speed: 18.539 MB | max_speed: 20.295 MB | Link: vmess://eyJhZGQiOiAiMTY3LjE3OS4xMTEuMjM3IiwgImFpZCI6ICIwIiwgImhvc3QiOiAiIiwgImlkIjogImU5NjE4OTRmLThlOTAtNDcyZi05OGQzLTA5NDAyZTRiZTQ1MyIsICJuZXQiOiAidGNwIiwgInBhdGgiOiAiIiwgInBvcnQiOiAiMTQ5MzUiLCAic25pIjogIiIsICJ0bHMiOiAiIiwgInR5cGUiOiAibm9uZSIsICJ2IjogIjIiLCAicHMiOiAiQEhvcGVfTmV0LWpvaW4tdXMtb24tVGVsZWdyYW0ifQ==
id: 291 | remarks: OurChannel:@DirectVPN | protocol: trojan | ping: 158 MS | avg_speed: 8.752 MB | max_speed: 18.764 MB | Link: trojan://telegram-id-directvpn@34.253.51.120:22222?security=tls&alpn=http/1.1&headerType=none&type=tcp&sni=trojan.miwan.co.uk#OurChannel:@DirectVPN
id: 77 | remarks: @Hope_Net-join-us-on-Telegram | protocol: vmess | ping: 309 MS | avg_speed: 7.769 MB | max_speed: 17.425 MB | Link: vmess://eyJhZGQiOiAiMTcyLjY3LjIwNi4xMjQiLCAiYWlkIjogMCwgImhvc3QiOiAicmxocnd0cXVzZC5zaXRlIiwgImlkIjogIjRmYTM1ZWE0LTY2OGUtNGQ3Yi05YmJjLWI4MzY4MTA2MDYxNyIsICJuZXQiOiAid3MiLCAicGF0aCI6ICIva3dobXZ3cyIsICJwb3J0IjogNDQzLCAic2VjdXJpdHkiOiAiYXV0byIsICJza2lwLWNlcnQtdmVyaWZ5IjogZmFsc2UsICJzbmkiOiAicmxocnd0cXVzZC5zaXRlIiwgInRscyI6ICJ0bHMiLCAidHlwZSI6ICJhdXRvIiwgInBzIjogIkBIb3BlX05ldC1qb2luLXVzLW9uLVRlbGVncmFtIn0=
id: 84 | remarks: @Hope_Net-join-us-on-Telegram | protocol: vmess | ping: 232 MS | avg_speed: 10.969 MB | max_speed: 14.085 MB | Link: vmess://eyJhZGQiOiAiNDUuNzYuMTQ0LjE1OCIsICJhaWQiOiAiMCIsICJhbHBuIjogIiIsICJmcCI6ICIiLCAiaG9zdCI6ICIiLCAiaWQiOiAiZjMwMjM3NTQtMWI5NS00MGViLWJkZjktZmM1MjQzMDJmYjlhIiwgIm5ldCI6ICJ3cyIsICJwYXRoIjogIi8iLCAicG9ydCI6ICI1MjQ0NSIsICJzY3kiOiAiYXV0byIsICJzbmkiOiAiIiwgInRscyI6ICIiLCAidHlwZSI6ICIiLCAidiI6ICIyIiwgInBzIjogIkBIb3BlX05ldC1qb2luLXVzLW9uLVRlbGVncmFtIn0=
id: 141 | remarks: @vmessprotocol سرور اختصاصی | protocol: vmess | ping: 388 MS | avg_speed: 9.044 MB | max_speed: 12.023 MB | Link: vmess://ew0KICAidiI6ICIyIiwNCiAgInBzIjogIkB2bWVzc3Byb3RvY29sINiz2LHZiNixINin2K7Yqti12KfYtduMIiwNCiAgImFkZCI6ICJobjUuZnV6enlwbi5tZSIsDQogICJwb3J0IjogIjgwIiwNCiAgImlkIjogIjdhOWVhYjdlLWY5YmUtNGI0ZC04Y2JiLWVhYWVlNjJkOWVlZSIsDQogICJhaWQiOiAiMCIsDQogICJzY3kiOiAiYXV0byIsDQogICJuZXQiOiAid3MiLA0KICAidHlwZSI6ICJub25lIiwNCiAgImhvc3QiOiAiaG41LmZ1enp5cG4ubWUiLA0KICAicGF0aCI6ICIvIiwNCiAgInRscyI6ICIiLA0KICAic25pIjogIiIsDQogICJhbHBuIjogIiIsDQogICJmcCI6ICIiDQp9
id: 91 | remarks: ☸️22@oneclickvpnkeys | protocol: vmess | ping: 133 MS | avg_speed: 7.955 MB | max_speed: 11.39 MB | Link: vmess://eyJhZGQiOiJ1czEuc29jaWZpbGVzLmNvbSIsImFpZCI6IjAiLCJhbHBuIjoiIiwiZnAiOiIiLCJob3N0IjoiIiwiaWQiOiJhMGUwMWYyMC1iODM5LTExZWUtOTJiMi0xMjM5ZDAyNTUyNzIiLCJuZXQiOiJ3cyIsInBhdGgiOiIvdm13cyIsInBvcnQiOiI4MCIsInBzIjoi4pi477iPMjJAb25lY2xpY2t2cG5rZXlzIiwic2N5Ijoibm9uZSIsInNuaSI6IiIsInRscyI6IiIsInR5cGUiOiIiLCJ2IjoiMiJ9
id: 109 | remarks: ☸️24@oneclickvpnkeys | protocol: vmess | ping: 348 MS | avg_speed: 5.949 MB | max_speed: 10.54 MB | Link: vmess://eyJhZGQiOiJobjUuZnV6enlwbi5tZSIsImFpZCI6IjAiLCJhbHBuIjoiIiwiZnAiOiIiLCJob3N0IjoiaG41LmZ1enp5cG4ubWUiLCJpZCI6IjdhOWVhYjdlLWY5YmUtNGI0ZC04Y2JiLWVhYWVlNjJkOWVlZSIsIm5ldCI6IndzIiwicGF0aCI6Ii8iLCJwb3J0IjoiODAiLCJwcyI6IuKYuO+4jzI0QG9uZWNsaWNrdnBua2V5cyIsInNjeSI6ImF1dG8iLCJzbmkiOiIiLCJ0bHMiOiIiLCJ0eXBlIjoiIiwidiI6IjIifQ==
id: 57 | remarks: @Hope_Net-join-us-on-Telegram | protocol: vmess | ping: 611 MS | avg_speed: 3.882 MB | max_speed: 6.998 MB | Link: vmess://eyJhZGQiOiAiMTQwLjgzLjYzLjM4IiwgImFpZCI6ICI2NCIsICJpZCI6ICI5NGM1ZWYzNy00ZDgyLTQ5ZjktYzYyNC1mMDEyNTkzNzRhMTciLCAibmV0IjogInRjcCIsICJwb3J0IjogIjI0NDQ1IiwgInNjeSI6ICJhdXRvIiwgInR5cGUiOiAibm9uZSIsICJ2IjogIjIiLCAicHMiOiAiQEhvcGVfTmV0LWpvaW4tdXMtb24tVGVsZWdyYW0ifQ==
id: 7 | remarks: t.me/ConfigsHub | protocol: vmess | ping: 135 MS | avg_speed: 1.239 MB | max_speed: 6.0 MB | Link: vmess://eyJhZGQiOiI5NC4xMzEuOTkuOCIsImFpZCI6IjAiLCJhbHBuIjoiIiwiZnAiOiIiLCJob3N0IjoiIiwiaWQiOiI4MWIyYjYzMC04YjZhLTQwNGYtYjk5Ni1iMTJmMTNkYjU3ODYiLCJuZXQiOiJ0Y3AiLCJwYXRoIjoiIiwicG9ydCI6IjQ3MTgyIiwicHMiOiJ0Lm1lL0NvbmZpZ3NIdWIiLCJzY3kiOiJhdXRvIiwic25pIjoiIiwidGxzIjoiIiwidHlwZSI6Im5vbmUiLCJ2IjoiMiJ9
id: 221 | remarks: @Hope_Net | protocol: ss | ping: 170 MS | avg_speed: 3.537 MB | max_speed: 4.333 MB | Link: ss://Y2hhY2hhMjAtaWV0Zi1wb2x5MTMwNTpHIXlCd1BXSDNWYW8=@185.172.113.182:801#@Hope_Net
id: 287 | remarks: OurChannel:@DirectVPN | protocol: trojan | ping: 115 MS | avg_speed: 2.961 MB | max_speed: 4.108 MB | Link: trojan://telegram-id-directvpn@18.185.201.37:22222?security=tls&alpn=http/1.1&headerType=none&type=tcp&sni=trojan.miwan.co.uk#OurChannel:@DirectVPN
id: 227 | remarks: Singapore+Cont | protocol: ss | ping: 621 MS | avg_speed: 1.444 MB | max_speed: 2.683 MB | Link: ss://Y2hhY2hhMjAtaWV0Zi1wb2x5MTMwNTpFYUQyWFNKZ2tWTmpac3JycWVsUTFz@46.250.237.91:443#Singapore+Cont
id: 171 | remarks: t.me/v2Line | (1403) EE | protocol: vmess | ping: 208 MS | avg_speed: 1.15 MB | max_speed: 2.247 MB | Link: vmess://ew0KICAidiI6ICIyIiwNCiAgInBzIjogInQubWUvdjJMaW5lIHwgKDE0MDMpIEVFIiwNCiAgImFkZCI6ICJlZTEueHYycmF5Lm5ldCIsDQogICJwb3J0IjogIjgwIiwNCiAgImlkIjogIjgzMDE4NTgwLTU4Y2UtNDY0Zi1iNzVjLTJhMTMzMWE4ZjAxNiIsDQogICJhaWQiOiAiMCIsDQogICJzY3kiOiAiYXV0byIsDQogICJuZXQiOiAid3MiLA0KICAidHlwZSI6ICJub25lIiwNCiAgImhvc3QiOiAiZWUxLnh2MnJheS5uZXQiLA0KICAicGF0aCI6ICIvdm1lc3MiLA0KICAidGxzIjogIm5vbmUiLA0KICAic25pIjogImVlMS54djJyYXkubmV0IiwNCiAgImFscG4iOiAiIiwNCiAgImZwIjogIiINCn0=
id: 249 | remarks: @Hope_ | protocol: ss | ping: 27 MS | avg_speed: 1.062 MB | max_speed: 1.987 MB | Link: ss://YWVzLTI1Ni1nY206VEV6amZBWXEySWp0dW9T@38.68.134.9:6697#@Hope_
id: 243 | remarks: 🔃13@oneclickvpnkeys | protocol: ss | ping: 25 MS | avg_speed: 1.06 MB | max_speed: 1.964 MB | Link: ss://YWVzLTI1Ni1nY206UENubkg2U1FTbmZvUzI3@38.68.134.69:8091#%F0%9F%94%8313%40oneclickvpnkeys
id: 258 | remarks: 🛐9@oneclickvpnk | protocol: ss | ping: 94 MS | avg_speed: 1.038 MB | max_speed: 1.956 MB | Link: ss://YWVzLTI1Ni1nY206S2l4THZLendqZWtHMDBybQ==@67.220.86.148:8000#%F0%9F%9B%909%40oneclickvpnk
id: 262 | remarks: @Hope_ | protocol: ss | ping: 117 MS | avg_speed: 1.048 MB | max_speed: 1.832 MB | Link: ss://YWVzLTI1Ni1nY206WEtGS2wyclVMaklwNzQ=@149.202.82.172:8008#@Hope_
id: 35 | remarks: @vmessprotocol  خرید کانفیگ اختصاصی | protocol: vmess | ping: 147 MS | avg_speed: 0.754 MB | max_speed: 1.596 MB | Link: vmess://ew0KICAidiI6ICIyIiwNCiAgInBzIjogIkB2bWVzc3Byb3RvY29sICDYrtix24zYryDaqdin2YbZgduM2q8g2KfYrtiq2LXYp9i124wiLA0KICAiYWRkIjogIjk0LjEzMS45OS44IiwNCiAgInBvcnQiOiAiNDcxODIiLA0KICAiaWQiOiAiODFiMmI2MzAtOGI2YS00MDRmLWI5OTYtYjEyZjEzZGI1Nzg2IiwNCiAgImFpZCI6ICIwIiwNCiAgInNjeSI6ICJhdXRvIiwNCiAgIm5ldCI6ICJ0Y3AiLA0KICAidHlwZSI6ICJub25lIiwNCiAgImhvc3QiOiAiIiwNCiAgInBhdGgiOiAiIiwNCiAgInRscyI6ICIiLA0KICAic25pIjogIiIsDQogICJhbHBuIjogImgyLGh0dHAvMS4xIiwNCiAgImZwIjogIiINCn0=
id: 269 | remarks: 🔃3@oneclickvpnkeys | protocol: ss | ping: 126 MS | avg_speed: 0.501 MB | max_speed: 1.533 MB | Link: ss://Y2hhY2hhMjAtaWV0Zi1wb2x5MTMwNTpBSzRKMXNSdDJ2M2RMRFVWQzJQNWxq@94.131.12.245:37726#%F0%9F%94%833%40oneclickvpnkeys
id: 85 | remarks: @Hope_Net-join-us-on-Telegram | protocol: vmess | ping: 248 MS | avg_speed: 0.636 MB | max_speed: 0.885 MB | Link: vmess://eyJhZGQiOiAiMTA0LjIxLjY5LjQ0IiwgImFpZCI6ICIwIiwgImFscG4iOiAiIiwgImZwIjogIiIsICJob3N0IjogInB0MS12bWVzcy5zc2htYXgueHl6IiwgImlkIjogIjlkN2Q5N2MyLWQ3YTUtNDFjOS1hMzNjLTM3MGNhZWQ3MTI4NyIsICJuZXQiOiAid3MiLCAicGF0aCI6ICIvdm1lc3MiLCAicG9ydCI6ICI4MCIsICJzY3kiOiAiYXV0byIsICJzbmkiOiAiIiwgInRscyI6ICIiLCAidHlwZSI6ICIiLCAidiI6ICIyIiwgInBzIjogIkBIb3BlX05ldC1qb2luLXVzLW9uLVRlbGVncmFtIn0=
id: 231 | remarks: 🔃3@oneclickvpnk | protocol: ss | ping: 126 MS | avg_speed: 0.173 MB | max_speed: 0.729 MB | Link: ss://Y2hhY2hhMjAtaWV0Zi1wb2x5MTMwNTpBSzRKMXNSdDJ2M2RMRFVWQzJQNWxq@94.131.12.245:37726#%F0%9F%94%833%40oneclickvpnk
id: 179 | remarks: 🛐3@oneclickvpnkeys | protocol: vmess | ping: 180 MS | avg_speed: 0.263 MB | max_speed: 0.639 MB | Link: vmess://eyJhZGQiOiI0NS4xMzcuMTU1LjE5NSIsImFpZCI6IjAiLCJhbHBuIjoiIiwiZnAiOiIiLCJob3N0IjoiIiwiaWQiOiI0OWM3NmJjZi0zYTU4LTQzZGYtYjFkNC0yYmZmZTljYTAzYjUiLCJuZXQiOiJ0Y3AiLCJwYXRoIjoiIiwicG9ydCI6IjQ0MyIsInBzIjoi8J+bkDNAb25lY2xpY2t2cG5rZXlzIiwic2N5IjoiYXV0byIsInNuaSI6IiIsInRscyI6IiIsInR5cGUiOiJub25lIiwidiI6IjIifQ==
id: 3 | remarks: @Vpn_Tehran ✅️ کانال تلگرام ما رو ببین | protocol: vmess | ping: 282 MS | avg_speed: 0.105 MB | max_speed: 0.589 MB | Link: vmess://eyJhZGQiOiIxNzYuMTIwLjc0LjE0MiIsImFpZCI6IjAiLCJhbHBuIjoiIiwiZnAiOiIiLCJob3N0IjoiMTc2LjEyMC43NC4xNDIiLCJpZCI6Ijc1Njk1ZjVhLWI2YWYtNDRmNC05OTgzLWFlMjUwYjUzZmY5YyIsIm5ldCI6IndzIiwicGF0aCI6Ii8iLCJwb3J0IjoiNDQzIiwicHMiOiJAVnBuX1RlaHJhbiDinIXvuI8g2qnYp9mG2KfZhCDYqtmE2q/Ysdin2YUg2YXYpyDYsdmIINio2KjbjNmGIiwic2N5IjoiYXV0byIsInNuaSI6IiIsInRscyI6IiIsInR5cGUiOiIiLCJ2IjoiMiJ9
